Area,BHK,Bathroom,Parking,Price,Furnishing_Semi-Furnished,Furnishing_Unfurnished,District_ East Delhi,District_ North West Delhi,District_ Shahdara,District_ South Delhi,District_ South East Delhi,District_ West Delhi,District_South West Delhi ,Status_Ready_to_move,Transaction_Resale,Type_Builder_Floor
800.0,3.0,2.0,1.0,7000000.0,1,0,0,1,0,0,0,0,0,1,1,1
810.0,3.0,2.0,1.0,4500000.0,1,0,0,1,0,0,0,0,0,1,1,1
850.0,2.0,2.0,1.0,11000000.0,1,0,0,1,0,0,0,0,0,1,1,0
850.0,3.0,2.0,1.0,7000000.0,1,0,0,1,0,0,0,0,0,1,0,1
850.0,3.0,2.0,1.0,6500000.0,1,0,0,1,0,0,0,0,0,1,0,1
850.0,3.0,2.0,1.0,7300000.0,1,0,0,1,0,0,0,0,0,1,0,1
870.0,3.0,2.0,1.0,7700000.0,1,0,0,1,0,0,0,0,0,1,0,1
900.0,2.0,1.0,1.0,11000000.0,0,0,0,1,0,0,0,0,0,1,1,0
900.0,2.0,2.0,2.0,3800000.0,1,0,0,1,0,0,0,0,0,1,1,0
900.0,2.0,2.0,1.0,10500000.0,1,0,0,1,0,0,0,0,0,1,1,0
900.0,2.0,2.0,1.0,4600000.0,0,1,0,1,0,0,0,0,0,1,1,0
900.0,3.0,2.0,1.0,4000000.0,1,0,0,1,0,0,0,0,0,1,1,1
900.0,3.0,2.0,4.0,4500000.0,1,0,0,1,0,0,0,0,0,1,1,1
915.0,2.0,2.0,1.0,12000000.0,1,0,0,1,0,0,0,0,0,1,1,1
950.0,2.0,2.0,1.0,15500000.0,0,0,0,1,0,0,0,0,0,1,1,0
950.0,3.0,2.0,1.0,7600000.0,1,0,0,1,0,0,0,0,0,1,0,1
980.0,3.0,2.0,1.0,7300000.0,1,0,0,1,0,0,0,0,0,1,0,0
985.0,3.0,3.0,1.0,6800000.0,0,1,0,1,0,0,0,0,0,0,0,1
990.0,3.0,2.0,1.0,5000000.0,0,0,0,1,0,0,0,0,0,1,1,1
1000.0,2.0,2.0,1.0,7600000.0,1,0,0,1,0,0,0,0,0,1,1,0
1030.0,3.0,2.0,1.0,6200000.0,0,0,0,1,0,0,0,0,0,1,0,1
1100.0,3.0,2.0,1.0,6200000.0,1,0,0,1,0,0,0,0,0,1,0,1
1100.0,3.0,2.0,1.0,6200000.0,1,0,0,1,0,0,0,0,0,1,0,1
1100.0,3.0,3.0,1.0,7000000.0,0,0,0,1,0,0,0,0,0,1,0,1
1100.0,4.0,3.0,1.0,17000000.0,1,0,0,1,0,0,0,0,0,1,0,1
1150.0,3.0,2.0,1.0,10000000.0,1,0,0,1,0,0,0,0,0,1,0,1
1150.0,3.0,3.0,1.0,25000000.0,1,0,0,1,0,0,0,0,0,1,1,0
1295.0,3.0,2.0,1.0,10000000.0,1,0,0,1,0,0,0,0,0,1,0,0
1300.0,4.0,3.0,1.0,15500000.0,1,0,0,1,0,0,0,0,0,1,0,1
1300.0,4.0,4.0,1.0,15000000.0,1,0,0,1,0,0,0,0,0,1,0,1
1300.0,4.0,4.0,1.0,15000000.0,1,0,0,1,0,0,0,0,0,1,0,1
1350.0,4.0,3.0,1.0,10000000.0,1,0,0,1,0,0,0,0,0,1,1,1
1360.0,4.0,3.0,1.0,13500000.0,1,0,0,1,0,0,0,0,0,1,0,1
1450.0,3.0,3.0,1.0,11500000.0,1,0,0,1,0,0,0,0,0,1,0,0
1500.0,3.0,2.0,1.0,12000000.0,1,0,0,1,0,0,0,0,0,1,0,0
1550.0,4.0,3.0,1.0,12500000.0,1,0,0,1,0,0,0,0,0,1,0,1
1550.0,4.0,3.0,1.0,13000000.0,1,0,0,1,0,0,0,0,0,1,0,1
1550.0,4.0,3.0,1.0,13000000.0,1,0,0,1,0,0,0,0,0,1,0,1
1600.0,4.0,3.0,1.0,13000000.0,1,0,0,1,0,0,0,0,0,1,0,0
1600.0,3.0,3.0,1.0,13500000.0,1,0,0,1,0,0,0,0,0,1,0,0
2077.0,1.0,1.0,1.0,1000000.0,0,1,0,1,0,0,0,0,0,1,1,1
2160.0,4.0,4.0,1.0,21000000.0,0,0,0,1,0,0,0,0,0,1,0,1
2170.0,4.0,4.0,2.0,22000000.0,0,1,0,1,0,0,0,0,0,1,0,1
2200.0,4.0,4.0,1.0,23000000.0,1,0,0,1,0,0,0,0,0,1,0,1
2300.0,4.0,4.0,1.0,24500000.0,1,0,0,1,0,0,0,0,0,1,0,1
2300.0,4.0,4.0,1.0,20000000.0,1,0,0,1,0,0,0,0,0,1,0,1
2400.0,6.0,4.0,1.0,6000000.0,0,0,0,1,0,0,0,0,0,1,1,1
2500.0,4.0,3.0,1.0,15000000.0,1,0,0,1,0,0,0,0,0,1,0,0
2800.0,5.0,4.0,1.0,17500000.0,1,0,0,1,0,0,0,0,0,1,0,0
4050.0,6.0,3.0,1.0,5100000.0,0,0,0,1,0,0,0,0,0,1,1,1
4900.0,1.0,1.0,1.0,1000000.0,0,1,0,1,0,0,0,0,0,1,0,0
450.0,2.0,1.0,1.0,1950000.0,1,0,0,0,1,0,0,0,0,1,0,0
585.0,3.0,2.0,0.0,35000000.0,1,0,0,0,1,0,0,0,0,1,0,0
630.0,1.0,2.0,1.0,4500000.0,0,1,0,0,1,0,0,0,0,1,1,0
324.0,6.0,3.0,1.0,8700000.0,0,0,0,0,1,0,0,0,0,1,1,1
360.0,2.0,1.0,1.0,1550000.0,0,1,0,0,1,0,0,0,0,1,0,1
360.0,1.0,1.0,1.0,2500000.0,0,1,0,0,1,0,0,0,0,1,1,1
377.0,1.0,1.0,1.0,3000000.0,1,0,0,0,1,0,0,0,0,1,0,0
440.0,2.0,2.0,1.0,2700000.0,0,1,0,0,1,0,0,0,0,1,1,0
445.0,2.0,1.0,1.0,2000000.0,0,1,0,0,1,0,0,0,0,1,1,1
450.0,2.0,1.0,0.0,6000000.0,0,1,0,0,1,0,0,0,0,1,1,0
450.0,2.0,2.0,0.0,2900000.0,1,0,0,0,1,0,0,0,0,1,1,1
495.0,1.0,1.0,1.0,1900000.0,0,0,0,0,1,0,0,0,0,1,1,1
504.0,3.0,1.0,0.0,3600000.0,1,0,0,0,1,0,0,0,0,1,1,0
504.0,2.0,1.0,1.0,2700000.0,0,0,0,0,1,0,0,0,0,1,1,1
540.0,2.0,1.0,1.0,2700000.0,0,0,0,0,1,0,0,0,0,1,0,0
540.0,5.0,2.0,0.0,17000000.0,1,0,0,0,1,0,0,0,0,1,1,1
558.0,2.0,1.0,1.0,2900000.0,0,1,0,0,1,0,0,0,0,1,0,1
630.0,3.0,2.0,1.0,22500000.0,0,0,0,0,1,0,0,0,0,1,1,1
650.0,2.0,2.0,1.0,5800000.0,1,0,0,0,1,0,0,0,0,1,1,0
675.0,2.0,1.0,1.0,3300000.0,0,1,0,0,1,0,0,0,0,1,1,0
675.0,4.0,2.0,2.0,18500000.0,0,0,0,0,1,0,0,0,0,1,1,1
675.0,4.0,3.0,2.0,16000000.0,0,0,0,0,1,0,0,0,0,1,1,1
700.0,2.0,1.0,2.0,16000000.0,0,0,0,0,1,0,0,0,0,1,0,1
700.0,2.0,2.0,1.0,2500000.0,1,0,0,0,1,0,0,0,0,1,1,0
700.0,2.0,2.0,0.0,4600000.0,0,1,0,0,1,0,0,0,0,1,0,1
713.0,3.0,1.0,1.0,8000000.0,0,1,0,0,1,0,0,0,0,1,1,0
713.0,2.0,2.0,1.0,6000000.0,1,0,0,0,1,0,0,0,0,1,0,1
720.0,2.0,1.0,1.0,4000000.0,0,1,0,0,1,0,0,0,0,1,1,1
720.0,4.0,2.0,2.0,9000000.0,0,0,0,0,1,0,0,0,0,1,1,1
720.0,6.0,5.0,1.0,22000000.0,0,0,0,0,1,0,0,0,0,1,1,1
747.0,2.0,2.0,1.0,6500000.0,0,0,0,0,1,0,0,0,0,1,1,1
750.0,2.0,2.0,0.0,9200000.0,1,0,0,0,1,0,0,0,0,1,1,1
750.0,1.0,2.0,1.0,6400000.0,1,0,0,0,1,0,0,0,0,1,1,1
750.0,2.0,2.0,1.0,4500000.0,0,1,0,0,1,0,0,0,0,1,1,1
800.0,3.0,2.0,2.0,3800000.0,1,0,0,0,1,0,0,0,0,1,1,1
810.0,3.0,2.0,1.0,6000000.0,1,0,0,0,1,0,0,0,0,1,1,1
810.0,3.0,2.0,1.0,6000000.0,1,0,0,0,1,0,0,0,0,1,1,1
846.0,2.0,1.0,1.0,3300000.0,0,1,0,0,1,0,0,0,0,1,0,0
850.0,2.0,2.0,1.0,4500000.0,0,0,0,0,1,0,0,0,0,1,1,1
850.0,2.0,2.0,1.0,4500000.0,0,0,0,0,1,0,0,0,0,1,1,1
850.0,3.0,2.0,1.0,5700000.0,0,0,0,0,1,0,0,0,0,1,1,1
850.0,3.0,2.0,1.0,4500000.0,1,0,0,0,1,0,0,0,0,1,1,1
852.0,2.0,2.0,1.0,2670000.0,0,1,0,0,1,0,0,0,0,1,1,0
900.0,4.0,1.0,1.0,15000000.0,0,0,0,0,1,0,0,0,0,1,1,0
900.0,2.0,2.0,1.0,6500000.0,1,0,0,0,1,0,0,0,0,1,1,0
900.0,3.0,2.0,1.0,6000000.0,1,0,0,0,1,0,0,0,0,0,0,1
900.0,2.0,2.0,1.0,4500000.0,1,0,0,0,1,0,0,0,0,1,1,1
950.0,3.0,2.0,1.0,5500000.0,1,0,0,0,1,0,0,0,0,1,1,0
970.0,3.0,2.0,1.0,6500000.0,1,0,0,0,1,0,0,0,0,1,1,1
990.0,2.0,2.0,2.0,4100000.0,1,0,0,0,1,0,0,0,0,1,1,1
1000.0,3.0,2.0,1.0,5650000.0,0,0,0,0,1,0,0,0,0,1,1,1
1017.0,2.0,2.0,1.0,6500000.0,0,0,0,0,1,0,0,0,0,1,0,1
1050.0,3.0,2.0,1.0,9000000.0,1,0,0,0,1,0,0,0,0,1,1,0
1053.0,3.0,2.0,4.0,7000000.0,0,0,0,0,1,0,0,0,0,1,1,1
1125.0,2.0,2.0,1.0,5000000.0,0,1,0,0,1,0,0,0,0,1,1,1
1150.0,2.0,2.0,1.0,7300000.0,1,0,0,0,1,0,0,0,0,1,1,0
1250.0,2.0,1.0,0.0,7500000.0,1,0,0,0,1,0,0,0,0,1,1,0
1300.0,4.0,3.0,1.0,11500000.0,0,0,0,0,1,0,0,0,0,1,0,1
1350.0,4.0,3.0,2.0,9500000.0,0,1,0,0,1,0,0,0,0,1,1,0
1350.0,4.0,3.0,1.0,11300000.0,1,0,0,0,1,0,0,0,0,1,0,1
1350.0,3.0,3.0,0.0,25000000.0,1,0,0,0,1,0,0,0,0,1,1,1
1425.0,3.0,3.0,1.0,9300000.0,1,0,0,0,1,0,0,0,0,1,1,1
1500.0,5.0,3.0,1.0,30000000.0,0,0,0,0,1,0,0,0,0,1,1,1
1512.0,2.0,2.0,1.0,22000000.0,0,0,0,0,1,0,0,0,0,1,1,1
1530.0,5.0,2.0,0.0,10200000.0,0,0,0,0,1,0,0,0,0,1,1,1
1650.0,4.0,3.0,1.0,14000000.0,0,0,0,0,1,0,0,0,0,0,0,0
1650.0,4.0,3.0,1.0,14000000.0,0,0,0,0,1,0,0,0,0,0,0,0
1800.0,4.0,2.0,0.0,17500000.0,0,0,0,0,1,0,0,0,0,1,1,1
1800.0,4.0,3.0,0.0,35000000.0,0,0,0,0,1,0,0,0,0,1,1,1
2160.0,3.0,3.0,1.0,65000000.0,0,0,0,0,1,0,0,0,0,1,1,1
2250.0,3.0,2.0,1.0,18500000.0,0,0,0,0,1,0,0,0,0,1,1,1
2250.0,3.0,2.0,0.0,10000000.0,1,0,0,0,1,0,0,0,0,1,1,1
2430.0,4.0,3.0,1.0,25000000.0,0,0,0,0,1,0,0,0,0,1,1,1
2475.0,3.0,3.0,1.0,70000000.0,0,0,0,0,1,0,0,0,0,1,1,1
2970.0,7.0,4.0,1.0,26500000.0,0,0,0,0,1,0,0,0,0,1,1,1
100.0,3.0,2.0,1.0,17000000.0,1,0,0,0,0,1,0,0,0,1,1,1
125.0,3.0,3.0,2.0,11500000.0,1,0,0,0,0,1,0,0,0,1,0,1
173.0,2.0,2.0,1.0,3500000.0,0,1,0,0,0,1,0,0,0,1,1,1
360.0,2.0,1.0,1.0,2200000.0,1,0,0,0,0,1,0,0,0,1,0,0
405.0,1.0,1.0,0.0,1500000.0,1,0,0,0,0,1,0,0,0,1,0,0
405.0,1.0,1.0,1.0,1800000.0,0,0,0,0,0,1,0,0,0,1,1,0
405.0,1.0,1.0,1.0,1600000.0,1,0,0,0,0,1,0,0,0,1,1,0
405.0,1.0,1.0,1.0,1500000.0,0,1,0,0,0,1,0,0,0,1,1,0
405.0,1.0,1.0,1.0,1200000.0,0,1,0,0,0,1,0,0,0,1,1,1
420.0,1.0,1.0,1.0,2300000.0,0,1,0,0,0,1,0,0,0,1,1,1
430.0,1.0,1.0,1.0,1850000.0,0,1,0,0,0,1,0,0,0,1,0,1
450.0,1.0,1.0,1.0,2200000.0,0,1,0,0,0,1,0,0,0,1,0,0
450.0,1.0,1.0,1.0,1700000.0,0,0,0,0,0,1,0,0,0,1,1,0
450.0,2.0,1.0,1.0,1700000.0,1,0,0,0,0,1,0,0,0,1,1,0
450.0,1.0,1.0,1.0,1650000.0,0,1,0,0,0,1,0,0,0,1,1,0
450.0,1.0,1.0,1.0,2500000.0,1,0,0,0,0,1,0,0,0,1,0,1
450.0,1.0,1.0,1.0,2100000.0,1,0,0,0,0,1,0,0,0,1,0,1
450.0,1.0,1.0,1.0,1700000.0,0,1,0,0,0,1,0,0,0,1,0,1
450.0,1.0,1.0,1.0,3000000.0,1,0,0,0,0,1,0,0,0,1,1,1
450.0,1.0,1.0,1.0,3000000.0,1,0,0,0,0,1,0,0,0,1,1,1
459.0,2.0,2.0,1.0,2200000.0,1,0,0,0,0,1,0,0,0,1,1,1
500.0,2.0,1.0,2.0,7000000.0,1,0,0,0,0,1,0,0,0,1,1,0
500.0,1.0,1.0,2.0,2300000.0,0,1,0,0,0,1,0,0,0,1,1,0
500.0,2.0,2.0,1.0,3200000.0,1,0,0,0,0,1,0,0,0,1,1,0
500.0,1.0,2.0,1.0,2100000.0,1,0,0,0,0,1,0,0,0,1,1,0
527.0,2.0,2.0,1.0,3500000.0,1,0,0,0,0,1,0,0,0,1,1,1
540.0,1.0,1.0,1.0,1700000.0,0,1,0,0,0,1,0,0,0,1,1,1
540.0,2.0,1.0,2.0,1500000.0,0,1,0,0,0,1,0,0,0,1,1,1
550.0,2.0,2.0,2.0,10700000.0,1,0,0,0,0,1,0,0,0,1,1,1
550.0,2.0,2.0,1.0,2300000.0,0,1,0,0,0,1,0,0,0,1,1,1
565.0,2.0,2.0,1.0,3500000.0,0,1,0,0,0,1,0,0,0,1,1,1
580.0,1.0,1.0,1.0,1600000.0,1,0,0,0,0,1,0,0,0,1,0,1
585.0,2.0,2.0,1.0,4000000.0,1,0,0,0,0,1,0,0,0,1,1,1
600.0,1.0,1.0,2.0,7000000.0,0,1,0,0,0,1,0,0,0,1,0,0
600.0,2.0,1.0,1.0,3000000.0,1,0,0,0,0,1,0,0,0,1,1,0
600.0,2.0,2.0,1.0,3000000.0,1,0,0,0,0,1,0,0,0,1,0,0
600.0,2.0,2.0,1.0,11500000.0,1,0,0,0,0,1,0,0,0,1,0,1
600.0,3.0,2.0,1.0,8000000.0,1,0,0,0,0,1,0,0,0,1,1,1
600.0,2.0,2.0,1.0,3200000.0,0,1,0,0,0,1,0,0,0,1,1,1
630.0,2.0,2.0,1.0,2800000.0,0,1,0,0,0,1,0,0,0,1,1,0
630.0,2.0,2.0,1.0,4600000.0,1,0,0,0,0,1,0,0,0,1,1,1
650.0,2.0,2.0,0.0,2750000.0,1,0,0,0,0,1,0,0,0,1,1,0
650.0,2.0,2.0,1.0,3800000.0,0,1,0,0,0,1,0,0,0,1,1,0
650.0,2.0,2.0,1.0,2500000.0,1,0,0,0,0,1,0,0,0,1,1,1
650.0,3.0,2.0,3.0,4200000.0,0,1,0,0,0,1,0,0,0,1,1,1
675.0,2.0,1.0,0.0,2200000.0,0,1,0,0,0,1,0,0,0,1,1,1
675.0,2.0,2.0,1.0,2800000.0,1,0,0,0,0,1,0,0,0,1,0,1
700.0,2.0,2.0,1.0,9000000.0,1,0,0,0,0,1,0,0,0,1,1,0
700.0,2.0,2.0,0.0,16500000.0,0,1,0,0,0,1,0,0,0,1,1,0
700.0,2.0,2.0,0.0,16500000.0,0,1,0,0,0,1,0,0,0,1,1,0
700.0,2.0,2.0,1.0,3000000.0,1,0,0,0,0,1,0,0,0,1,0,1
710.0,2.0,2.0,1.0,2900000.0,0,1,0,0,0,1,0,0,0,1,1,0
720.0,3.0,2.0,1.0,4500000.0,1,0,0,0,0,1,0,0,0,1,1,1
725.0,2.0,2.0,1.0,3000000.0,0,0,0,0,0,1,0,0,0,1,1,0
750.0,2.0,2.0,0.0,13000000.0,0,1,0,0,0,1,0,0,0,0,0,1
750.0,2.0,2.0,2.0,11500000.0,0,1,0,0,0,1,0,0,0,0,0,1
750.0,2.0,2.0,1.0,16500000.0,1,0,0,0,0,1,0,0,0,1,0,1
750.0,2.0,2.0,2.0,11500000.0,1,0,0,0,0,1,0,0,0,1,0,1
750.0,2.0,2.0,1.0,3500000.0,0,1,0,0,0,1,0,0,0,1,0,1
750.0,2.0,2.0,1.0,13600000.0,0,1,0,0,0,1,0,0,0,1,0,1
765.0,2.0,2.0,4.0,2500000.0,0,1,0,0,0,1,0,0,0,1,0,1
770.0,2.0,2.0,1.0,3790000.0,1,0,0,0,0,1,0,0,0,1,0,1
800.0,2.0,2.0,1.0,4400000.0,1,0,0,0,0,1,0,0,0,1,0,0
800.0,2.0,2.0,1.0,3000000.0,1,0,0,0,0,1,0,0,0,1,0,1
800.0,3.0,2.0,1.0,4400000.0,1,0,0,0,0,1,0,0,0,1,0,1
800.0,2.0,2.0,1.0,12000000.0,1,0,0,0,0,1,0,0,0,1,0,1
800.0,2.0,2.0,1.0,15000000.0,0,1,0,0,0,1,0,0,0,1,0,1
800.0,2.0,2.0,1.0,14000000.0,0,1,0,0,0,1,0,0,0,1,0,1
800.0,2.0,2.0,1.0,14500000.0,0,1,0,0,0,1,0,0,0,1,0,1
800.0,3.0,3.0,1.0,4500000.0,1,0,0,0,0,1,0,0,0,1,1,0
810.0,3.0,2.0,1.0,4200000.0,1,0,0,0,0,1,0,0,0,1,0,0
810.0,2.0,2.0,4.0,4500000.0,0,1,0,0,0,1,0,0,0,1,1,0
810.0,2.0,2.0,1.0,15500000.0,1,0,0,0,0,1,0,0,0,1,0,1
810.0,3.0,2.0,1.0,3800000.0,0,0,0,0,0,1,0,0,0,1,1,1
810.0,2.0,2.0,1.0,8910000.0,1,0,0,0,0,1,0,0,0,1,1,1
810.0,3.0,2.0,1.0,7500000.0,1,0,0,0,0,1,0,0,0,1,1,1
820.0,3.0,2.0,1.0,5200000.0,1,0,0,0,0,1,0,0,0,1,1,1
825.0,3.0,2.0,1.0,5990000.0,1,0,0,0,0,1,0,0,0,1,0,1
825.0,2.0,2.0,1.0,15000000.0,0,1,0,0,0,1,0,0,0,1,0,1
850.0,2.0,2.0,1.0,2800000.0,1,0,0,0,0,1,0,0,0,1,1,0
850.0,2.0,2.0,1.0,13500000.0,1,0,0,0,0,1,0,0,0,1,1,0
850.0,2.0,2.0,1.0,11500000.0,1,0,0,0,0,1,0,0,0,1,1,1
850.0,2.0,2.0,1.0,14600000.0,1,0,0,0,0,1,0,0,0,1,1,1
850.0,2.0,2.0,2.0,14600000.0,1,0,0,0,0,1,0,0,0,1,1,1
850.0,2.0,2.0,2.0,8500000.0,0,1,0,0,0,1,0,0,0,1,1,1
855.0,3.0,2.0,1.0,4800000.0,0,1,0,0,0,1,0,0,0,1,1,0
855.0,2.0,2.0,1.0,4000000.0,1,0,0,0,0,1,0,0,0,1,1,1
855.0,3.0,2.0,1.0,6500000.0,1,0,0,0,0,1,0,0,0,1,1,1
875.0,2.0,2.0,1.0,15000000.0,0,1,0,0,0,1,0,0,0,1,0,1
875.0,3.0,3.0,3.0,17500000.0,1,0,0,0,0,1,0,0,0,1,0,1
890.0,2.0,2.0,1.0,8300000.0,1,0,0,0,0,1,0,0,0,1,1,1
900.0,1.0,1.0,0.0,8900000.0,1,0,0,0,0,1,0,0,0,1,1,1
900.0,2.0,2.0,1.0,13500000.0,1,0,0,0,0,1,0,0,0,1,0,0
900.0,3.0,2.0,1.0,6200000.0,1,0,0,0,0,1,0,0,0,1,1,0
900.0,3.0,2.0,1.0,24000000.0,1,0,0,0,0,1,0,0,0,1,1,0
900.0,3.0,2.0,1.0,5900000.0,1,0,0,0,0,1,0,0,0,0,0,1
900.0,2.0,2.0,2.0,13000000.0,1,0,0,0,0,1,0,0,0,1,0,1
900.0,3.0,2.0,1.0,4900000.0,1,0,0,0,0,1,0,0,0,1,0,1
900.0,2.0,2.0,1.0,3500000.0,1,0,0,0,0,1,0,0,0,1,0,1
900.0,2.0,2.0,1.0,15800000.0,1,0,0,0,0,1,0,0,0,1,0,1
900.0,2.0,2.0,2.0,13400000.0,1,0,0,0,0,1,0,0,0,1,0,1
900.0,2.0,2.0,1.0,15800000.0,1,0,0,0,0,1,0,0,0,1,0,1
900.0,2.0,2.0,1.0,10500000.0,0,1,0,0,0,1,0,0,0,1,0,1
900.0,2.0,2.0,1.0,13000000.0,0,1,0,0,0,1,0,0,0,1,0,1
900.0,2.0,2.0,1.0,10300000.0,0,1,0,0,0,1,0,0,0,1,0,1
900.0,2.0,2.0,2.0,5500000.0,0,1,0,0,0,1,0,0,0,1,0,1
900.0,2.0,2.0,2.0,11000000.0,0,0,0,0,0,1,0,0,0,1,1,1
900.0,2.0,2.0,2.0,12500000.0,0,0,0,0,0,1,0,0,0,1,1,1
900.0,2.0,2.0,3.0,20000000.0,1,0,0,0,0,1,0,0,0,1,1,1
900.0,2.0,2.0,2.0,10000000.0,0,1,0,0,0,1,0,0,0,1,1,1
900.0,2.0,2.0,1.0,11000000.0,0,1,0,0,0,1,0,0,0,1,1,1
900.0,2.0,2.0,1.0,11000000.0,0,1,0,0,0,1,0,0,0,1,1,1
900.0,2.0,2.0,2.0,6300000.0,0,1,0,0,0,1,0,0,0,1,1,1
900.0,2.0,3.0,2.0,12500000.0,1,0,0,0,0,1,0,0,0,1,1,1
945.0,2.0,1.0,4.0,6500000.0,0,1,0,0,0,1,0,0,0,1,1,0
945.0,3.0,2.0,1.0,5500000.0,1,0,0,0,0,1,0,0,0,1,1,0
